full_name,county,state,state_abr,population,unemp,health_ins,poverty,SNAP,no_comp,no_internet,home_broad,broad_num,broad_avail,broad_cost,population_bbn,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Webster County, Mississippi",Webster,Mississippi,MS,9689.0,5.6,11.7,25.5,21.2,20.1,32.4,67.4,2.0,74.2,62.5,9342.0,35.0,8.274459430528795,15.53917790622993,7.366623849282808,22.403137443802184,48.442945836009415,0.0
"Wilkinson County, Mississippi",Wilkinson,Mississippi,MS,8630.0,10.1,14.8,32.8,24.3,33.4,51.8,47.9,1.0,50.3,65.0,10871.0,79.99,5.254162450556527,12.698095851347622,4.455431882991445,7.080701867353509,84.63122067887039,1.0
"Winston County, Mississippi",Winston,Mississippi,MS,17955.0,6.1,11.1,23.0,22.9,25.0,39.0,60.2,3.0,66.5,67.98,17860.0,35.0,9.498096304591265,18.121668533034715,10.247144456886897,31.866179171332586,86.97334826427772,0.12547592385218365
"Yalobusha County, Mississippi",Yalobusha,Mississippi,MS,12108.0,5.7,13.1,16.2,17.3,27.1,48.1,51.6,5.0,89.4,64.98,15677.0,35.0,8.425527843337374,15.76864195955859,9.300121196657523,12.148144415385598,78.26306053454105,1.0
"Yazoo County, Mississippi",Yazoo,Mississippi,MS,29690.0,6.4,13.2,32.5,28.1,28.9,41.5,58.2,5.0,32.5,63.75,29254.0,55.0,6.130341149928215,12.41505435154167,7.635878854173788,29.004356327339853,79.0130580433445,0.2847132016134546
"Adair County, Missouri",Adair,Missouri,MO,25343.0,3.9,8.5,26.4,10.8,15.0,28.2,71.4,10.0,92.7,56.62,25472.0,44.95,8.210701947236181,16.11176978643216,6.614871231155779,76.24520532349246,84.35372173366834,0.15467964824120603
"Andrew County, Missouri",Andrew,Missouri,MO,17712.0,2.8,7.1,8.6,6.5,14.0,23.0,75.7,2.0,58.6,65.0,10269.0,40.0,3.8224754114324666,14.689648456519622,4.926185607167202,41.92225630538514,87.56918882072257,0.2088810984516506
"Atchison County, Missouri",Atchison,Missouri,MO,5143.0,3.7,8.5,10.2,8.8,18.1,26.3,73.5,6.0,95.0,64.99,5468.0,69.95,4.205742501828822,13.09583028529627,5.001463057790782,12.666539868324797,81.62216532553036,1.0
"Audrain County, Missouri",Audrain,Missouri,MO,25388.0,3.4,10.0,15.3,10.4,20.0,29.9,69.1,2.0,72.3,62.49,22497.0,55.0,8.008267769035871,17.730541850024444,6.952082499888874,66.3974303240432,99.31506423078633,0.3150642307863271
"Barry County, Missouri",Barry,Missouri,MO,35789.0,3.5,15.5,21.0,13.6,17.5,37.0,62.4,5.0,84.6,63.74,35393.0,40.0,5.6736925380725,13.94724945610714,8.029525612409234,57.759083999660945,98.84253948520893,0.40801853473850763
"Barton County, Missouri",Barton,Missouri,MO,11754.0,3.4,9.7,21.6,16.2,21.2,35.3,63.7,4.0,73.4,66.66,10348.0,50.0,6.042423656745265,14.101468882875917,9.101468882875919,9.26199265558562,100.0,0.2033243138770777
"Bates County, Missouri",Bates,Missouri,MO,16172.0,4.0,9.6,12.3,13.1,16.2,30.0,69.1,5.0,64.2,76.66,16209.0,68.99,4.988956752421494,12.56018261459683,4.90098093651675,36.35906965266211,70.44024924424703,0.5614164970078352
"Benton County, Missouri",Benton,Missouri,MO,19443.0,4.8,12.1,19.1,12.0,19.9,32.4,66.5,4.0,49.7,97.98,18732.0,49.95,2.7142857142857144,11.275838137945762,5.454996796925048,35.92907270980141,29.804345505018148,0.2691650651291907
"Bollinger County, Missouri",Bollinger,Missouri,MO,12133.0,3.9,10.8,17.0,15.5,20.4,32.0,67.1,1.0,21.5,59.99,10112.0,50.0,2.3941851265822787,10.66554588607595,2.6188686708860764,13.1325761471519,1.8067642405063293,0.40822784810126583
"Boone County, Missouri",Boone,Missouri,MO,180463.0,2.4,7.0,18.3,9.0,6.6,16.9,82.7,7.0,77.8,59.69,164538.0,55.0,7.18353814924212,16.25008812553939,8.018864943052668,62.787142726908066,89.87886081026876,0.1535633106030218
"Buchanan County, Missouri",Buchanan,Missouri,MO,87364.0,3.1,10.1,17.2,13.8,16.7,25.6,74.0,2.0,1.9,58.32,91595.0,40.0,4.937212729952508,15.069348763578798,4.547355204978437,65.55579529450297,95.53737649435014,0.16640646323489272
"Butler County, Missouri",Butler,Missouri,MO,42478.0,4.7,12.6,21.8,22.6,17.6,28.8,70.8,2.0,89.9,57.48,43063.0,35.0,7.666418967559157,16.47409609177252,6.427791839862527,41.037842463367625,87.56607760722663,0.19501660358080025
"Caldwell County, Missouri",Caldwell,Missouri,MO,9020.0,3.2,8.2,14.9,9.6,20.6,29.5,69.9,4.0,83.2,75.0,22808.0,49.95,4.115924237109786,10.745878639074009,4.985575236759033,31.158715801473164,58.71400385829534,0.42309715889161703
"Callaway County, Missouri",Callaway,Missouri,MO,44743.0,2.9,9.5,11.6,11.0,15.7,28.0,71.3,2.0,24.9,100.0,42561.0,55.0,7.548906275698408,16.54279739667771,7.280585512558445,91.17481262188389,99.69775146260663,0.17241136251497854
"Camden County, Missouri",Camden,Missouri,MO,46305.0,4.5,13.9,16.0,10.4,12.2,22.4,76.5,5.0,45.9,57.47,44006.0,49.95,4.338272053810845,12.045243830386767,5.428759714584375,52.906725446530025,92.77321274371677,0.27175839658228423
"Cape Girardeau County, Missouri",Cape Girardeau,Missouri,MO,78871.0,2.9,8.2,17.0,10.0,11.7,18.6,80.7,8.0,98.8,64.49,73444.0,50.0,6.848687435324874,15.565927781711235,6.250204237241981,50.059101083818966,84.47233266161973,0.1719132944828713
"Carroll County, Missouri",Carroll,Missouri,MO,8679.0,3.2,10.9,15.7,15.3,19.3,31.7,67.1,2.0,37.8,60.0,9291.0,40.0,4.3636852868367235,10.877946399741685,3.383166505220106,44.77845011301259,65.94457001399203,0.3232160154988699
"Carter County, Missouri",Carter,Missouri,MO,5982.0,4.9,17.0,17.2,16.8,21.4,36.5,63.1,5.0,84.1,63.33,3612.0,100.0,4.240033222591362,9.986710963455149,4.746677740863787,58.39867109634551,25.026578073089702,0.25332225913621265
"Cass County, Missouri",Cass,Missouri,MO,105780.0,3.0,7.4,9.8,8.4,8.4,17.2,82.3,5.0,100.0,59.0,97327.0,35.0,6.108787900582572,15.393703699898282,8.694401348032919,47.71623434401555,99.4867919487912,0.5041971909131074
"Cedar County, Missouri",Cedar,Missouri,MO,14349.0,3.7,16.1,18.5,20.8,18.4,28.4,70.5,7.0,99.7,59.28,13095.0,68.99,3.401603665521191,11.606414662084767,5.803207331042383,35.85569988545246,95.00801832760595,0.4016036655211913
"Chariton County, Missouri",Chariton,Missouri,MO,7426.0,3.0,7.3,11.9,8.5,22.7,29.3,70.3,3.0,30.3,63.33,6109.0,40.0,3.313799312489769,12.31379931248977,3.98886888197741,70.04632836798166,69.30610574562121,0.26305450973972827
"Christian County, Missouri",Christian,Missouri,MO,88595.0,2.7,8.9,10.2,9.1,8.3,19.1,80.5,1.0,60.8,62.5,77177.0,35.0,7.433756170879925,17.216256138486855,12.717661997745443,36.04008201925444,100.0,0.24371250502092592
"Clark County, Missouri",Clark,Missouri,MO,6797.0,3.6,15.2,13.3,9.2,22.0,31.5,67.2,5.0,57.4,47.5,5548.0,44.95,3.4098774333093007,10.229992790194665,6.201153568853641,74.92229812545064,88.88987022350396,0.29506128334534965
"Clay County, Missouri",Clay,Missouri,MO,249948.0,2.9,7.4,7.9,7.0,6.8,13.2,86.4,3.0,60.3,72.5,227117.0,35.0,7.404104492398192,16.834415741666188,10.960368444458144,75.3024400639318,99.85562507430092,0.4719285654530484
"Clinton County, Missouri",Clinton,Missouri,MO,20387.0,3.0,7.9,10.9,8.7,13.1,22.1,77.3,6.0,88.2,45.0,12104.0,25.0,2.6446629213483144,10.808245208195638,5.351206212822207,19.417195142101786,67.85277594183741,0.6487937871777925
"Cole County, Missouri",Cole,Missouri,MO,76745.0,2.6,8.7,10.8,9.3,12.2,30.4,68.8,4.0,52.3,59.99,75722.0,35.0,9.026887826523335,16.471250099046514,8.605953355695837,39.786083568843935,91.92661313752937,0.09303769049945855
"Cooper County, Missouri",Cooper,Missouri,MO,17709.0,3.7,9.3,11.9,11.1,15.0,26.8,72.6,3.0,57.6,60.0,17405.0,40.0,5.776615914966963,13.449008905486929,6.796093076702095,48.51289399597817,100.0,0.3276070094800345
"Crawford County, Missouri",Crawford,Missouri,MO,23920.0,3.8,17.2,19.5,16.9,22.8,31.7,66.7,6.0,81.9,66.66,22171.0,54.95,4.521131207433133,12.614406206305535,6.346488656352894,23.207496278922918,97.00965224843264,0.5737675341662533
"Dade County, Missouri",Dade,Missouri,MO,7561.0,3.1,13.0,22.5,12.6,20.2,31.3,67.5,2.0,15.2,62.98,5083.0,69.95,4.168601219752115,11.779067479834742,5.893566791265001,30.724160928585476,100.0,0.10643320873499902
"Dallas County, Missouri",Dallas,Missouri,MO,16878.0,4.5,19.3,15.0,13.1,20.4,36.0,63.3,1.0,25.5,60.0,14868.0,68.99,4.931127253161152,15.331786386871132,8.486548291633039,43.08581786386871,100.0,0.4137745493677697
"Daviess County, Missouri",Daviess,Missouri,MO,8278.0,3.3,15.5,13.0,9.7,20.1,25.8,72.1,3.0,69.0,60.0,8238.0,49.95,5.72044185481913,12.06858460791454,6.2302743384316575,13.704167273610096,59.75637290604516,0.8744840980820587
"DeKalb County, Missouri",DeKalb,Missouri,MO,12547.0,3.1,7.4,13.5,8.8,18.0,27.9,71.3,2.0,58.5,75.0,7595.0,49.95,2.212771560236998,11.187228439763,4.420144832126399,31.96115207373272,68.18459512837393,0.42132982225148125
"Dent County, Missouri",Dent,Missouri,MO,15573.0,3.6,16.3,21.0,17.2,22.1,34.5,65.0,4.0,44.5,59.99,15318.0,54.95,3.81864473168821,10.732145188666927,5.7925969447708585,45.239247943595764,65.50626713670192,0.0
"Douglas County, Missouri",Douglas,Missouri,MO,13185.0,5.1,14.9,21.4,21.5,24.1,37.6,59.7,5.0,85.5,67.0,9403.0,69.99,2.0,13.0,7.0,8.34,99.0,0.0
"Dunklin County, Missouri",Dunklin,Missouri,MO,29131.0,5.5,15.0,27.1,26.6,21.0,28.9,70.9,4.0,77.5,73.33,31756.0,50.0,5.268610656253936,14.500850233026831,5.024593777553848,30.628193412268548,96.03756770374102,0.3917684846958055
"Franklin County, Missouri",Franklin,Missouri,MO,103967.0,3.2,8.2,10.8,9.8,12.4,23.1,76.0,3.0,22.8,70.0,95296.0,35.0,4.514722548690397,14.902220449966425,7.790211551376763,38.12169251595029,93.95370214909337,0.4675957018132975
"Gasconade County, Missouri",Gasconade,Missouri,MO,14706.0,3.4,6.7,9.8,7.0,15.3,23.4,75.2,6.0,56.8,62.79,15944.0,40.0,3.5775213246362267,11.69813095835424,4.795346211741093,29.44575577019569,24.744668840943298,0.07927747114902157
"Gentry County, Missouri",Gentry,Missouri,MO,6571.0,2.7,10.9,17.4,9.4,20.5,26.8,72.9,6.0,44.3,62.79,5073.0,49.95,5.616006307904593,13.48255470136014,6.273408239700375,5.445592351665681,89.64202641435048,1.0
"Greene County, Missouri",Greene,Missouri,MO,293086.0,2.7,10.4,17.9,10.9,12.2,24.6,75.1,5.0,81.6,63.0,272575.0,35.0,6.893823718242685,16.288830597083372,11.350277905163715,52.492134972026044,100.0,0.3509125928643492
"Grundy County, Missouri",Grundy,Missouri,MO,9850.0,3.5,16.2,16.3,11.3,21.2,28.1,70.8,6.0,81.8,69.98,10056.0,40.0,5.1956046141607,11.217979315831345,5.49582338902148,12.590638424821002,86.46231105807477,1.0
"Harrison County, Missouri",Harrison,Missouri,MO,8352.0,3.3,13.7,18.6,13.2,17.0,24.7,74.1,4.0,30.4,58.0,8522.0,49.95,4.530861300164281,10.835836658061488,5.398145975123211,27.935733395916454,64.24735977470078,0.46198075569115227
"Henry County, Missouri",Henry,Missouri,MO,21824.0,3.7,11.4,21.5,17.8,16.6,25.8,73.2,6.0,56.1,67.2,23808.0,69.99,1.7150537634408605,10.42246303763441,4.192876344086022,32.08260626680107,48.237945228494624,0.4431283602150538
"Hickory County, Missouri",Hickory,Missouri,MO,9544.0,4.2,16.9,17.4,15.4,23.9,33.3,64.9,7.0,63.5,62.79,5472.0,,2.2777777777777777,9.277777777777777,4.277777777777778,22.84890899122807,99.59667397660819,0.40332602339181284
"Holt County, Missouri",Holt,Missouri,MO,4403.0,2.8,8.7,12.9,9.1,20.3,30.7,68.2,3.0,53.9,73.33,4867.0,49.95,2.797205670844463,12.542839531538934,4.019519211012945,11.265648243271011,58.69714403123074,1.0
"Howard County, Missouri",Howard,Missouri,MO,10001.0,3.1,8.6,15.0,11.0,18.2,27.0,71.5,4.0,60.3,68.75,6429.0,70.0,4.43692642712708,13.436926427127082,2.7184632135635405,17.050721729662467,26.58313890185099,0.2815367864364598
"Howell County, Missouri",Howell,Missouri,MO,40117.0,4.1,12.8,22.2,19.2,17.4,30.8,68.0,2.0,67.4,68.75,39589.0,55.0,5.066104220869433,13.484503271110661,7.3862436535401255,37.671924019298295,92.92995529061102,0.3708353330470585
"Iron County, Missouri",Iron,Missouri,MO,10125.0,4.8,12.9,20.9,18.5,23.7,38.6,60.7,4.0,74.9,68.75,8902.0,54.95,2.277016400808807,10.046169400134803,3.913277915075264,50.306281734441704,67.62221972590429,0.3676701864749494
"Jackson County, Missouri",Jackson,Missouri,MO,703011.0,3.7,11.6,15.2,12.1,12.7,21.0,78.7,4.0,54.0,68.75,678189.0,35.0,6.848960982852864,15.346851688835999,10.761870216119693,92.07673863775439,99.93589692548834,0.9499579025905758
"Jasper County, Missouri",Jasper,Missouri,MO,121328.0,3.0,13.0,17.4,14.6,14.4,27.8,71.8,3.0,23.6,73.74,129573.0,40.0,7.648152006976763,18.105677880422622,10.819121267548024,57.309577226737055,100.0,0.25745332746791383
"Jefferson County, Missouri",Jefferson,Missouri,MO,225081.0,3.1,8.4,10.3,11.0,9.6,17.5,82.0,8.0,97.2,70.0,193790.0,35.0,4.31026884772176,14.357154651942825,7.0573817018422,68.23748691882966,98.7742917591207,0.3885443005315032
"Johnson County, Missouri",Johnson,Missouri,MO,54062.0,3.7,8.8,15.4,9.7,7.7,14.5,85.2,5.0,87.7,68.32,51108.0,55.0,5.025436330907098,12.272775299366048,7.394008765750959,37.5667756515614,92.91361430695781,0.4598105971667841
"Knox County, Missouri",Knox,Missouri,MO,3959.0,2.9,17.1,19.2,13.7,22.0,38.6,60.3,2.0,27.3,73.33,3394.0,44.95,2.6328815556865055,9.729522687094875,5.4292869770182675,16.343500294637597,68.3367707719505,0.43547436652916915
"Laclede County, Missouri",Laclede,Missouri,MO,35723.0,6.9,11.8,15.0,14.4,17.2,30.9,67.9,6.0,78.7,70.0,36087.0,68.99,4.479369301964696,15.09895530246349,9.271732202732286,36.87517111425167,100.0,0.1998780724360573
"Lafayette County, Missouri",Lafayette,Missouri,MO,32708.0,3.1,8.4,13.0,11.7,14.4,25.5,73.6,6.0,23.5,69.19,32040.0,49.95,3.3926654182272156,10.998689138576779,5.733614232209739,24.19092290886392,75.11089263420725,0.8193196004993758
"Lawrence County, Missouri",Lawrence,Missouri,MO,38355.0,3.5,13.6,16.9,15.3,15.9,26.6,72.7,5.0,84.2,68.19,34373.0,40.0,5.780758153201641,14.218601809559829,8.251243708724871,31.102087394175662,100.00000000000001,0.6469321851453176
"Lewis County, Missouri",Lewis,Missouri,MO,9776.0,3.2,10.1,15.5,7.6,17.7,26.1,71.8,6.0,85.6,67.5,9446.0,44.95,3.3230997247512173,10.918695744230362,5.0,18.571729832733432,63.99068388735974,0.5533559178488249
"Lincoln County, Missouri",Lincoln,Missouri,MO,59013.0,3.3,8.4,12.6,11.2,11.5,20.6,78.4,7.0,96.7,67.0,50312.0,65.0,3.693910001590078,11.152567975830815,6.177929718556209,49.245237319128634,93.94172364445858,0.40972332644299575
"Linn County, Missouri",Linn,Missouri,MO,11920.0,4.9,11.5,15.0,9.5,20.1,30.9,68.6,6.0,93.1,68.32,13295.0,40.0,5.961639714178262,14.562241444151935,4.461000376081234,26.889276419706654,75.08191049266641,0.5378713802181272
"Livingston County, Missouri",Livingston,Missouri,MO,15227.0,2.5,11.8,16.4,12.2,18.1,32.0,67.5,2.0,64.8,68.75,14612.0,49.95,8.830823980290171,15.757049000821242,7.2935943060498225,33.14599644128114,76.87298111141527,0.14878182315904734
"McDonald County, Missouri",McDonald,Missouri,MO,22837.0,3.3,19.2,19.5,15.2,23.4,49.0,49.6,5.0,72.6,55.0,20827.0,40.0,5.261247419215442,12.268017477313105,6.122677293897345,10.655739664858118,82.87136889614445,1.0
"Macon County, Missouri",Macon,Missouri,MO,15117.0,3.4,11.4,15.0,10.7,21.1,33.3,65.1,3.0,15.9,70.0,15020.0,40.0,4.010252996005327,12.8728362183755,4.922237017310253,52.18366577896138,92.9075898801598,0.47230359520639154
"Madison County, Missouri",Madison,Missouri,MO,12088.0,3.4,9.3,15.6,15.0,22.1,34.5,65.2,5.0,69.3,63.98,12943.0,55.0,5.529320868423086,14.293981302634629,6.411651085528857,38.455292436065825,52.939813026346286,0.11766978289422854
"Maries County, Missouri",Maries,Missouri,MO,8697.0,3.5,12.3,16.2,11.3,25.4,35.2,63.2,6.0,96.4,67.0,5696.0,,2.765800561797753,10.148700842696629,2.6170997191011236,16.84100070224719,12.341994382022472,0.3829002808988764
"Marion County, Missouri",Marion,Missouri,MO,28530.0,3.2,9.8,18.5,14.0,14.6,23.0,75.9,3.0,60.5,71.65,29541.0,44.95,6.142750753190482,14.14275075319048,7.164821773128872,51.928899157103686,92.11262313394941,0.05409430960360177
"Mercer County, Missouri",Mercer,Missouri,MO,3617.0,3.2,17.2,10.9,5.8,26.5,34.5,65.0,4.0,57.2,65.0,3408.0,49.95,3.0,10.0,5.0,64.86333333333333,73.67605633802816,0.2687793427230047
"Miller County, Missouri",Miller,Missouri,MO,25619.0,3.8,10.7,17.9,14.8,17.2,32.1,67.0,3.0,58.4,70.0,20028.0,49.95,4.551278210505292,13.665618134611542,5.673956460954663,48.84376972238864,74.99950069902137,0.4232574395845816
"Mississippi County, Missouri",Mississippi,Missouri,MO,13180.0,4.1,13.6,25.0,34.7,25.4,33.1,66.6,6.0,77.3,74.98,14853.0,50.0,4.7681276509796,12.214502120783678,4.812361139163806,64.95226418905271,83.41419241903992,0.11297381000471285
"Moniteau County, Missouri",Moniteau,Missouri,MO,16132.0,3.0,15.4,13.2,7.4,20.5,36.6,61.9,5.0,11.7,66.79,12428.0,49.95,3.6206952043772125,11.557450917283553,4.925329900225298,53.65549082716446,100.0,0.06324428709365948
"Monroe County, Missouri",Monroe,Missouri,MO,8644.0,4.2,10.8,14.1,9.5,21.6,31.6,67.7,9.0,86.3,71.73,9641.0,40.0,3.9960585001555855,13.845762887667254,5.753863707084327,19.226111399232444,66.8884970438751,0.5569961622238357
"Montgomery County, Missouri",Montgomery,Missouri,MO,11551.0,3.1,9.8,17.1,12.0,19.4,32.1,66.8,7.0,73.2,70.99,9530.0,65.0,7.668520461699894,14.75068205666317,6.777754459601259,16.80022560335782,97.4218258132214,0.9410283315844702
"Morgan County, Missouri",Morgan,Missouri,MO,20627.0,4.3,22.8,23.0,14.4,21.7,36.9,62.0,3.0,89.6,73.74,20378.0,49.95,4.817450191382864,12.785994700166846,4.850181568358034,59.52923790362155,98.71827460987339,0.24045539307095887
"New Madrid County, Missouri",New Madrid,Missouri,MO,17076.0,4.3,16.3,23.1,27.3,20.5,31.7,68.3,4.0,4.7,73.33,12788.0,55.0,3.752424147638411,11.96793869252424,5.171879887394432,40.90565217391304,85.21645292461682,0.31732874569909286
"Newton County, Missouri",Newton,Missouri,MO,58236.0,3.3,13.0,13.9,11.8,15.9,28.9,70.4,5.0,51.1,66.79,38382.0,40.0,8.152050440310562,17.76931895159189,9.741936324318692,22.861955604189465,100.0,0.37306549945286854
"Nodaway County, Missouri",Nodaway,Missouri,MO,22092.0,3.0,8.2,23.3,11.1,11.1,21.5,76.9,7.0,90.3,66.98,22118.0,40.0,6.108734966995207,15.065783524730985,7.21891671941405,72.18487204991408,94.05190342707299,0.27556741115833255
"Oregon County, Missouri",Oregon,Missouri,MO,10529.0,3.9,17.3,23.9,17.3,23.2,45.3,53.0,5.0,87.9,62.0,10054.0,68.99,1.9120747961010545,6.8599562363238515,2.9641933558782574,35.664365426695845,17.772428884026258,0.5439626019494729
"Osage County, Missouri",Osage,Missouri,MO,13615.0,2.4,5.3,7.2,4.7,19.0,36.2,63.2,5.0,65.7,68.75,11237.0,55.0,3.283349648482691,11.347601673044405,4.1508409717896235,13.188493370116579,18.259054907893564,0.5662543383465337
"Ozark County, Missouri",Ozark,Missouri,MO,9174.0,5.8,14.1,26.3,19.1,26.8,38.9,59.4,5.0,87.9,65.49,6669.0,,1.2454640875693508,7.937921727395412,2.8626480731743893,9.964622881991303,14.74493927125506,0.7545359124306493
"Pemiscot County, Missouri",Pemiscot,Missouri,MO,15805.0,5.0,13.7,27.9,31.9,24.2,31.3,68.5,6.0,93.3,68.32,17345.0,55.0,3.989622369558951,12.561026232343613,4.126895358893052,20.79601902565581,79.00703372729893,0.5905448255981551
"Perry County, Missouri",Perry,Missouri,MO,19136.0,2.6,5.9,8.2,10.4,17.0,22.6,76.8,3.0,30.6,68.75,17676.0,69.99,4.836048879837067,15.711812627291243,4.883231500339443,36.255936863543795,55.396469789545144,0.05465037338764426
"Pettis County, Missouri",Pettis,Missouri,MO,42339.0,3.5,13.4,17.2,13.1,15.0,25.5,73.8,9.0,70.0,65.66,40575.0,49.95,6.273666050523721,15.915933456561921,7.3082932840418975,37.89684017252002,70.4305606900801,0.15546518792359829
"Phelps County, Missouri",Phelps,Missouri,MO,44573.0,3.3,8.8,22.3,12.8,12.4,20.5,78.9,7.0,66.1,64.13,46488.0,65.0,5.19011357769747,12.290462054723799,6.988233522629495,55.053373988986394,69.35370418172431,0.10153157804164517
"Pike County, Missouri",Pike,Missouri,MO,18302.0,3.6,10.8,14.0,11.2,19.6,28.8,70.3,4.0,77.2,67.0,18430.0,55.0,3.975311991318502,10.427835051546392,5.3488334237656,56.782239283776455,77.28231144872491,0.2821486706456864
"Platte County, Missouri",Platte,Missouri,MO,104418.0,2.7,6.2,6.9,4.9,5.3,10.3,89.3,4.0,62.8,64.82,87070.0,25.0,6.504019754220741,15.785322154588263,9.032617434248305,86.24096784196624,95.27912024807625,0.28054438957160904
"Polk County, Missouri",Polk,Missouri,MO,32149.0,3.4,12.4,14.5,14.2,15.5,24.1,75.0,4.0,44.0,63.42,31742.0,69.99,3.7806061369793964,13.25026778400857,7.63883813244282,14.011680738453784,99.90577153298469,0.3669586037426753
"Pulaski County, Missouri",Pulaski,Missouri,MO,52607.0,4.1,10.4,14.4,9.6,10.8,20.6,78.6,2.0,44.9,73.33,56989.0,65.0,3.766656723227289,10.296881854392954,5.863710540630649,36.25874326624437,87.24897787292284,0.3468739581322711
"Putnam County, Missouri",Putnam,Missouri,MO,4696.0,3.7,16.0,18.1,9.8,18.6,36.7,62.3,9.0,80.8,67.36,4394.0,70.0,2.8659535730541648,9.808830223031407,4.0,14.496620391442876,94.53618570778333,0.13404642694583524
"Ralls County, Missouri",Ralls,Missouri,MO,10309.0,3.1,9.3,12.5,6.5,16.3,23.1,75.9,7.0,72.4,67.0,6841.0,55.0,4.1479315889489845,11.688788188861277,5.203186668615699,34.4138620084783,90.77561759976611,0.0
"Randolph County, Missouri",Randolph,Missouri,MO,24748.0,3.9,10.0,15.5,11.9,17.3,25.0,74.3,6.0,78.2,67.5,24654.0,40.0,6.756956274843838,15.984586679646306,5.2674211081366105,52.64782469376166,72.42552932587004,0.05309483248154458
"Ray County, Missouri",Ray,Missouri,MO,23018.0,3.6,10.6,14.8,10.3,14.4,25.1,74.2,6.0,23.6,70.0,17835.0,48.79,5.564676198486122,14.757387160078498,6.096663863190356,14.124495654611717,68.39119708438464,0.5064199607513317
"Reynolds County, Missouri",Reynolds,Missouri,MO,6270.0,3.7,12.4,18.2,16.8,19.5,27.9,70.2,4.0,71.5,68.75,4234.0,100.0,2.689655172413793,8.689655172413794,3.0,6.330344827586208,52.62068965517242,1.0
